,STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,TOTAL ELECTORS
1896,Madhya Pradesh,SHAHDOL,PRAMILA SINGH,0,INC,Hand,FEMALE,0,50,ST,Post Graduate,20491903,3913894,343553,1091,344644,20.80588044,27.82784787,1656474
1897,Madhya Pradesh,SHAHDOL,BAHAN KESHKALI KOL,0,CPI(M),Ears of Corn And Sickle,FEMALE,0,31,ST,12th Pass,223200,20000,33683,12,33695,2.034139987,2.720660548,1656474
1898,Madhya Pradesh,SHAHDOL,MOHDAL SINGH PAV,0,BSP,Elephant,MALE,0,65,ST,10th Pass,826000,0,20547,51,20598,1.243484655,1.663159697,1656474
1900,Madhya Pradesh,SHAHDOL,VIMAL SINGH KORCHE,0,GGP,Saw,MALE,0,27,ST,10th Pass,932000,0,16759,30,16789,1.013538395,1.355606765,1656474
1901,Uttar Pradesh,SHAHJAHANPUR,Arun Kumar Sagar,1,BJP,Lotus,MALE,1,42,SC,12th Pass,43448049,1179697,686352,2638,688990,32.58867061,58.03814737,2114201
1902,Uttar Pradesh,SHAHJAHANPUR,Amar Chandra Jauhar,0,BSP,Elephant,MALE,5,48,SC,Post Graduate,15755445,1200128,417337,3235,420572,19.89271597,35.42753845,2114201
1903,Uttar Pradesh,SHAHJAHANPUR,Brahm Swaroop Sagar,0,INC,Hand,MALE,0,47,SC,Graduate,52249560,2159156,35055,228,35283,1.668857408,2.972118541,2114201
1904,Bihar,SHEOHAR,RAMA DEVI,1,BJP,Lotus,FEMALE,1,69,GENERAL,Graduate Professional,328364940,0,606581,2097,608678,36.09729483,60.56937469,1686215
1905,Bihar,SHEOHAR,SYED FAISAL ALI,0,RJD,Hurricane Lamp,MALE,1,52,GENERAL,Post Graduate,25526590,8814643,266870,1448,268318,15.91244296,26.70024788,1686215
1906,Bihar,SHEOHAR,Kedar Nath Prasad,0,IND,Ganna Kisan,MALE,3,73,GENERAL,12th Pass,17741102,0,18425,1,18426,1.092743215,1.83356602,1686215
1907,Bihar,SHEOHAR,Raj Kumar Parsad,0,IND,Table,MALE,0,44,GENERAL,12th Pass,4069008,0,13701,3,13704,0.812707751,1.363681143,1686215
1908,Bihar,SHEOHAR,Shamim Alam,0,NCP,Clock,MALE,0,51,GENERAL,12th Pass,6324527,150000,13239,30,13269,0.786910329,1.320394417,1686215
1909,Bihar,SHEOHAR,Mukesh Kumar Jha,0,BSP,Elephant,MALE,1,30,GENERAL,12th Pass,22447516,9700000,12417,53,12470,0.739526098,1.240886154,1686215
1910,Bihar,SHEOHAR,Vijay Nandan Paswan,0,IND,Bead Necklace,MALE,0,31,SC,10th Pass,1545086,0,11127,11,11138,0.660532613,1.108339213,1686215
1911,Bihar,SHEOHAR,Anil Kumar Tiwari,0,IND,Chimney,MALE,0,51,GENERAL,12th Pass,2302500,0,10678,1,10679,0.633311885,1.062664253,1686215
1912,Meghalaya,SHILLONG,VINCENT H. PALA,1,INC,Hand,MALE,0,51,ST,Graduate Professional,549515421,0,419212,477,419689,35.03814474,53.51271678,1197806
1913,Meghalaya,SHILLONG,JEMINO MAWTHOH,0,UDP,Drum,MALE,0,54,ST,Doctorate,11432184,1178370,267080,176,267256,22.31212734,34.07664874,1197806
1914,Meghalaya,SHILLONG,SANBOR SHULLAI,0,BJP,Lotus,MALE,0,52,ST,10th Pass,66168175,0,75786,897,76683,6.401954908,9.777515399,1197806
1915,Himachal Pradesh,SHIMLA,SURESH KUMAR KASHYAP,1,BJP,Lotus,MALE,0,48,SC,Post Graduate,15705738,7873806,601305,4877,606182,48.14464472,66.23861251,1259085
1916,Himachal Pradesh,SHIMLA,DHANI RAM SHANDIL,0,INC,Hand,MALE,1,78,SC,Doctorate,36782528,4111104,277647,1021,278668,22.13258041,30.45056051,1259085
1917,Karnataka,SHIMOGA,B.Y.RAGHAVENDRA.,1,BJP,Lotus,MALE,2,46,GENERAL,Graduate,674093851,14150647,728902,970,729872,43.53109858,56.84064772,1676668
1918,Karnataka,SHIMOGA,S.MADHUBANGARAPPA,0,JD(S),A lady farmer carrying paddy on her head,MALE,1,52,GENERAL,Graduate,615887761,170909000,506212,300,506512,30.2094392,39.44591676,1676668
1919,Maharashtra,SHIRDI,SADASHIV KISAN LOKHANDE,1,SHS,Bow and Arrow,MALE,1,56,SC,10th Pass,113710526,205100,483449,3371,486820,30.67396141,47.24105339,1587079
1920,Maharashtra,SHIRDI,KAMBLE BHAUSAHEB MALHARI,0,INC,Hand,MALE,1,64,SC,Others,26419995,1935504,364113,2512,366625,23.1006144,35.57732057,1587079
1921,Maharashtra,SHIRDI,SANJAY LAXMAN SUKHDAN,0,VBA,Cup & Saucer,MALE,2,39,SC,Graduate,24086176,8810000,62952,335,63287,3.987640187,6.141375757,1587079
1922,Maharashtra,SHIRDI,WAKCHAURE BHAUSAHEB RAJARAM,0,IND,Ganna Kisan,MALE,0,69,SC,Graduate Professional,89493665,6141795,35085,441,35526,2.238451898,3.447446002,1587079
1923,Maharashtra,SHIRDI,Adv. BANSI BHAURAO SATPUTE,0,CPI(M),Ears of Corn And Sickle,MALE,1,58,SC,Graduate Professional,13605985,1622993,20264,36,20300,1.279079365,1.969913693,1587079
1924,Maharashtra,SHIRDI,PRADIP SUNIL SARODE,0,IND,Whistle,MALE,9,32,SC,12th Pass,113801,0,12923,23,12946,0.815712387,1.256280919,1587079
1925,Maharashtra,SHIRUR,Dr. Amol Ramsing Kolhe,1,NCP,Clock,MALE,0,38,GENERAL,Graduate Professional,43351521,1488116,634554,1276,635830,29.22645481,49.16889313,2175529
1926,Maharashtra,SHIRUR,Adhalrao Shivaji Dattatrey,0,SHS,Bow and Arrow,MALE,10,64,GENERAL,Others,290165511,49898166,576002,1345,577347,26.53823507,44.6463881,2175529
1927,Maharashtra,SHIRUR,Ovhal Rahul,0,VBA,Cup & Saucer,MALE,2,36,GENERAL,8th Pass,1199794,60000,38028,42,38070,1.749919215,2.943962634,2175529
1928,Uttar Pradesh,SHRAWASTI,RAM SHIROMANI,1,BSP,Elephant,MALE,0,49,GENERAL,Graduate Professional,19108216,350000,441505,266,441771,23.07212628,44.30385332,1914739
1929,Uttar Pradesh,SHRAWASTI,DADDAN MISHRA,0,BJP,Lotus,MALE,0,52,GENERAL,Post Graduate,28788083,155755,436228,223,436451,22.79428162,43.77032691,1914739
1930,Uttar Pradesh,SHRAWASTI,DHIRENDRA PRATAP SINGH,0,INC,Hand,MALE,8,54,GENERAL,Post Graduate,110455296,1671408,58014,28,58042,3.031326985,5.820853462,1914739
1932,Uttar Pradesh,SHRAWASTI,NABBAN KHAN,0,CPI(M),Ears of Corn And Sickle,MALE,0,63,GENERAL,Literate,2395000,0,12662,0,12662,0.661291173,1.269832992,1914739
1933,Madhya Pradesh,SIDHI,Riti Pathak,1,BJP,Lotus,FEMALE,0,41,GENERAL,Post Graduate,51541791,505922,697212,1130,698342,37.83929643,54.44291556,1845547
1934,Madhya Pradesh,SIDHI,Ajay Arjun Singh,0,INC,Hand,MALE,2,63,GENERAL,Post Graduate,375482525,4000000,411282,536,411818,22.31414318,32.10543344,1845547
1935,Madhya Pradesh,SIDHI,Com. Sanjay Namdeo,0,CPI(M),Ears of Corn And Sickle,MALE,4,39,GENERAL,10th Pass,1176000,0,27647,4,27651,1.498254989,2.155678819,1845547
1936,Madhya Pradesh,SIDHI,Ram Lal Panika,0,BSP,Elephant,MALE,0,48,ST,12th Pass,30814000,0,26511,29,26540,1.438056034,2.069064984,1845547
1937,Madhya Pradesh,SIDHI,Fatte Bahadur Singh Markam,0,GGP,Apple,MALE,0,63,ST,Post Graduate,6173351,280000,17025,7,17032,0.922870022,1.327818945,1845547
1938,Madhya Pradesh,SIDHI,Dileep Kumar Shukla,0,IND,Balloon,MALE,,34,GENERAL,Not Available,,,15555,0,15555,0.842839548,1.212671659,1845547
1939,Rajasthan,SIKAR,Sumedhanand Saraswati,1,BJP,Lotus,MALE,0,67,GENERAL,Post Graduate,2827638,2719583,761332,10772,772104,37.81835138,58.02409479,2041612
1940,Rajasthan,SIKAR,Subhash Maharia,0,INC,Hand,MALE,0,61,GENERAL,Graduate,82542126,1450462,470673,4275,474948,23.26338207,35.69263697,2041612
1941,Rajasthan,SIKAR,Amraram,0,CPI(M),"Hammer, Sickle and Star",MALE,0,63,GENERAL,Post Graduate,4444641,780500,31219,243,31462,1.54103718,2.364388826,2041612
1942,Sikkim,SIKKIM,INDRA HANG SUBBA,1,SKM,Table Lamp,MALE,0,30,GENERAL,Post Graduate,478817,0,161143,5779,166922,38.44995025,47.23115884,434128
1943,Sikkim,SIKKIM,DEK BAHADUR KATWAL,0,SDF,Umbrella,MALE,0,42,GENERAL,Graduate Professional,2789212,436959,149158,5331,154489,35.58604835,43.71319836,434128
1944,Sikkim,SIKKIM,LATEN TSHERING SHERPA,0,BJP,Lotus,MALE,0,33,ST,5th Pass,563879,0,16062,510,16572,3.817307338,4.689104877,434128
1945,Sikkim,SIKKIM,BHARAT BASNETT,0,INC,Hand,MALE,0,58,GENERAL,10th Pass,41650325,0,3922,68,3990,0.919083773,1.128984339,434128
1946,Assam,SILCHAR,RAJDEEP ROY,1,BJP,Lotus,MALE,0,48,GENERAL,Post Graduate,29901767,6976701,496235,3179,499414,41.76680159,52.5317401,1195720
1947,Assam,SILCHAR,SUSHMITA DEV,0,INC,Hand,FEMALE,1,46,GENERAL,Post Graduate,106707145,19405127,416233,1585,417818,34.94279597,43.94892131,1195720
1948,Jharkhand,SINGHBHUM,GEETA KORA,1,INC,Hand,FEMALE,1,35,ST,Post Graduate,25249018,1928508,431545,270,431815,34.00340337,49.09688965,1269917
1949,Jharkhand,SINGHBHUM,LAXMAN GILUWA,0,BJP,Lotus,MALE,3,57,ST,12th Pass,19516408,1265285,359159,501,359660,28.32153597,40.89294567,1269917
1951,Jharkhand,SINGHBHUM,PUSHPA SINKU,0,IND,Helicopter,FEMALE,0,29,ST,Post Graduate,125000,0,15215,9,15224,1.198818505,1.730952024,1269917
1952,Jharkhand,SINGHBHUM,PRATAP SINGH BANARA,0,APoI,Coat,MALE,0,25,ST,Post Graduate,52985,0,11286,12,11298,0.889664443,1.28457015,1269917
1953,Jharkhand,SINGHBHUM,PARDESHI LAL MUNDA,0,BSP,Elephant,MALE,1,31,ST,12th Pass,611726,0,9483,8,9491,0.747371679,1.079116241,1269917
1954,Jharkhand,SINGHBHUM,ANIL SOREN,0,IND,Tractor Chalata Kisan,MALE,0,31,ST,Graduate,2030615,36000,9151,3,9154,0.720834511,1.040799713,1269917
1955,Haryana,SIRSA,Sunita Duggal,1,BJP,Lotus,FEMALE,0,51,SC,Post Graduate,42596349,2500000,712877,1474,714351,39.61246547,52.13038452,1803349
1956,Haryana,SIRSA,Ashok Tanwar,0,INC,Hand,MALE,1,43,SC,Doctorate,64311703,7489962,404099,334,404433,22.42677374,29.51384936,1803349
1957,Haryana,SIRSA,Nirmal Singh Malri,0,JNJP,Chappals,MALE,0,37,SC,12th Pass,1805374,0,95792,122,95914,5.318659893,6.999407436,1803349
1958,Haryana,SIRSA,Charanjeet Singh Rori,0,INLD,Spectacles,MALE,0,49,SC,10th Pass,10601527,4446477,87979,114,88093,4.884966803,6.42866317,1803349
1959,Haryana,SIRSA,Janak Raj Atwal,0,BSP,Elephant,MALE,0,50,SC,Post Graduate,18517000,1500000,25080,27,25107,1.392242988,1.832205126,1803349
1960,Bihar,SITAMARHI,Sunil Kumar Pintu,1,JD(U),Arrow,MALE,6,58,GENERAL,Graduate,60717031,10277790,565533,2212,567745,32.39714138,54.61186995,1752454
1961,Bihar,SITAMARHI,Arjun Ray,0,RJD,Hurricane Lamp,MALE,2,47,GENERAL,Doctorate,18988281,1511335,315230,1976,317206,18.10067483,30.51231243,1752454
1962,Bihar,SITAMARHI,Dharmendra Kumar,0,IND,Football Player,MALE,0,33,GENERAL,8th Pass,8045411,0,20485,2,20487,1.169046377,1.970661793,1752454
1963,Bihar,SITAMARHI,Vinod Sah,0,IND,Helicopter,MALE,0,48,GENERAL,Literate,539731,0,17724,0,17724,1.011381754,1.704886495,1752454
1964,Bihar,SITAMARHI,Mahesh Nandan Singh,0,IND,Bead Necklace,MALE,0,55,GENERAL,Graduate,2277607,0,17270,0,17270,0.985475225,1.661215852,1752454
1965,Bihar,SITAMARHI,Ramesh Kumar Mishra,0,IND,Ganna Kisan,MALE,0,48,GENERAL,8th Pass,5833784,122000,11054,2,11056,0.630886745,1.063485956,1752454
1966,Uttar Pradesh,SITAPUR,Rajesh Verma,1,BJP,Lotus,MALE,1,58,GENERAL,Post Graduate,73129716,108148,513984,544,514528,30.88169802,48.30241959,1666126
1967,Uttar Pradesh,SITAPUR,Nakul Dubey,0,BSP,Elephant,MALE,1,53,GENERAL,Graduate Professional,34286356,0,413173,522,413695,24.82975477,38.83650544,1666126
1968,Uttar Pradesh,SITAPUR,Qaiser Jahan,0,INC,Hand,FEMALE,1,45,GENERAL,8th Pass,12560808,4284514,95958,60,96018,5.762949501,9.013895695,1666126
1969,Tamil Nadu,SIVAGANGA,KARTI P CHIDAMBARAM,1,INC,Hand,MALE,8,47,GENERAL,Graduate Professional,793729024,174081116,564002,2102,566104,36.47532666,52.18000453,1552019
1970,Tamil Nadu,SIVAGANGA,H.RAJA,0,BJP,Lotus,MALE,3,61,GENERAL,Graduate Professional,26223393,5910000,233295,565,233860,15.0681145,21.55578456,1552019
1971,Tamil Nadu,SIVAGANGA,V.PANDI,0,IND,Gift Pack,MALE,,43,GENERAL,Not Available,,,122325,209,122534,7.895135304,11.29443473,1552019
1972,Tamil Nadu,SIVAGANGA,V.SAKTHI PRIYA,0,NTK,Ganna Kisan,FEMALE,0,27,GENERAL,Post Graduate,467200,42000,71991,249,72240,4.654582193,6.658641394,1552019
1973,Tamil Nadu,SIVAGANGA,KAVINGNAR SNEKAN,0,MNM,Battery Torch,MALE,0,46,GENERAL,12th Pass,19662950,4500000,22846,85,22931,1.477494799,2.113639338,1552019
1974,Tamil Nadu,SIVAGANGA,P.RAJENDHIRAN,0,IND,Mixee,MALE,1,59,GENERAL,10th Pass,166000,0,11159,8,11167,0.719514387,1.029305765,1552019
1975,Bihar,SIWAN,Kavita Singh,1,JD(U),Arrow,FEMALE,4,33,GENERAL,Post Graduate,19325264,412511,447171,1302,448473,24.92138317,45.5371884,1799551
1976,Bihar,SIWAN,Hena Shahab,0,RJD,Hurricane Lamp,FEMALE,2,46,GENERAL,Graduate,139078374,1000000,330363,1152,331515,18.42209529,33.66147129,1799551
1977,Bihar,SIWAN,Amar Nath Yadav,0,CPI(ML)(L),Flag with Three Stars,MALE,12,54,GENERAL,Literate,8089901,0,74554,90,74644,4.147923565,7.579225263,1799551
1978,Bihar,SIWAN,Deva Kant Mishra Alias Munna Bhaiya,0,IND,Chimney,MALE,,43,GENERAL,Not Available,,,36458,1,36459,2.026005376,3.701985074,1799551
1979,Bihar,SIWAN,Upendra Kumar Giri,0,IND,Baby Walker,MALE,2,46,GENERAL,12th Pass,1413078,219001,17352,1,17353,0.964296094,1.761994212,1799551
1980,Bihar,SIWAN,Madhuri Pandey,0,IND,Auto- Rickshaw,FEMALE,0,47,GENERAL,Others,5146000,0,12927,1,12928,0.718401423,1.312687211,1799551
1981,Maharashtra,SOLAPUR,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,1,BJP,Lotus,MALE,0,63,SC,Graduate,27870079,0,523352,1633,524985,28.35221915,48.32585258,1851654
1982,Maharashtra,SOLAPUR,SHINDE SUSHILKUMAR SAMBHAJIRAO,0,INC,Hand,MALE,0,77,SC,Graduate Professional,380358711,4750000,365274,1103,366377,19.78647199,33.7256891,1851654
1983,Maharashtra,SOLAPUR,AMBEDKAR PRAKASH YASHVANT,0,VBA,Cup & Saucer,MALE,0,64,SC,Graduate Professional,58722916,0,169523,484,170007,9.181358936,15.64946279,1851654
1984,Haryana,SONIPAT,RAMESH CHANDER KAUSHIK,1,BJP,Lotus,MALE,0,62,GENERAL,Graduate Professional,235859266,0,583988,3676,587664,36.89940607,51.95297512,1592611
1985,Haryana,SONIPAT,BHUPINDER SINGH HOODA,0,INC,Hand,MALE,6,72,GENERAL,Graduate Professional,155261986,1440000,421229,1571,422800,26.54760014,37.37802194,1592611
1986,Haryana,SONIPAT,DIGVIJAY SINGH CHAUTALA,0,JNJP,Chappals,MALE,1,28,GENERAL,12th Pass,531839302,113658582,50904,258,51162,3.212460544,4.523023553,1592611
1987,Haryana,SONIPAT,RAJ BALA SAINI,0,LTSP,Auto- Rickshaw,FEMALE,0,44,GENERAL,Post Graduate,38202783,1495000,34958,88,35046,2.200537357,3.098273786,1592611
1988,NCT OF Delhi,SOUTH DELHI,RAMESH BIDHURI,1,BJP,Lotus,MALE,2,57,GENERAL,Graduate Professional,180052708,2038454,685789,1225,687014,33.22980871,56.56554512,2067463
1989,NCT OF Delhi,SOUTH DELHI,RAGHAV CHADHA,0,AAP,Broom,MALE,0,30,GENERAL,Graduate Professional,1647954,0,319770,201,319971,15.4765043,26.34492752,2067463
1990,NCT OF Delhi,SOUTH DELHI,VIJENDER,0,INC,Hand,MALE,0,33,GENERAL,Graduate,121525000,31967000,164394,219,164613,7.962077193,13.55347064,2067463
1991,NCT OF Delhi,SOUTH DELHI,SIDDHANT GAUTAM,0,BSP,Elephant,MALE,0,52,SC,Post Graduate,7797516,900000,14721,40,14761,0.713966828,1.215352251,2067463
1992,Goa,SOUTH GOA,COSME FRANCISCO CAITANO SARDINHA,1,INC,Hand,MALE,0,73,GENERAL,Graduate Professional,79402232,0,201279,282,201561,34.79076624,47.45760717,579352
1993,Goa,SOUTH GOA,ADV. NARENDRA SAWAIKAR,0,BJP,Lotus,MALE,0,52,GENERAL,Graduate Professional,14526550,0,191205,601,191806,33.1069885,45.16078904,579352
1994,Goa,SOUTH GOA,ELVIS GOMES,0,AAP,Broom,MALE,1,56,GENERAL,Graduate Professional,9676888,0,20876,15,20891,3.605925241,4.918793176,579352
1996,West Bengal,SRERAMPUR,KALYAN BANERJEE,1,AITC,Flowers and Grass,MALE,0,62,GENERAL,Graduate Professional,175968902,5522403,637231,476,637707,35.71643801,45.47711942,1785472
1997,West Bengal,SRERAMPUR,DEBJIT SARKAR,0,BJP,Lotus,MALE,9,42,GENERAL,Graduate Professional,3523068,0,538273,898,539171,30.19767322,38.45017219,1785472
1998,West Bengal,SRERAMPUR,TIRTHANKAR RAY,0,CPI(M),"Hammer, Sickle and Star",MALE,0,44,GENERAL,Graduate,289956,28000,152050,231,152281,8.5288932,10.8596914,1785472
1999,West Bengal,SRERAMPUR,DEBABRATA BISWAS,0,INC,Hand,MALE,0,60,GENERAL,Graduate,21640220,0,32474,35,32509,1.82075104,2.318330636,1785472
2001,Andhra Pradesh,SRIKAKULAM,KINJARAPU RAM MOHAN NAIDU,1,TDP,Bicycle,MALE,1,32,GENERAL,Post Graduate,122791042,12000000,529213,5331,534544,34.40103999,45.91174333,1553860
2002,Andhra Pradesh,SRIKAKULAM,DUVVADA SRINIVAS,0,YSRCP,Ceiling Fan,MALE,13,52,GENERAL,Post Graduate,52821196,25848939,520931,6960,527891,33.97288044,45.34032016,1553860
2003,Andhra Pradesh,SRIKAKULAM,METTA RAMARAO,0,JnP,Glass Tumbler,MALE,0,53,GENERAL,Post Graduate,63385326,0,31319,637,31956,2.056555932,2.744686443,1553860
2005,Andhra Pradesh,SRIKAKULAM,DOLA JAGAN,0,INC,Hand,MALE,0,53,GENERAL,Post Graduate,12390000,3846000,13456,289,13745,0.884571326,1.180551858,1553860
2006,Jammu & Kashmir,SRINAGAR,Farooq Abdullah,1,JKN,Plough,MALE,1,83,GENERAL,Graduate Professional,121904435,0,106596,154,106750,8.245338005,57.1274142,1294671
2007,Jammu & Kashmir,SRINAGAR,Aga Syed Mohsin,0,PDP,Ink Pot & Pen,MALE,0,58,GENERAL,12th Pass,12050000,0,36620,80,36700,2.834697,19.64005715,1294671
2008,Jammu & Kashmir,SRINAGAR,Irfan Raza Ansari,0,JPC,Apple,MALE,0,41,GENERAL,Graduate,669198138,62371547,28745,28,28773,2.222417896,15.39791184,1294671
2009,Jammu & Kashmir,SRINAGAR,Sheikh Khalid Jehangir,0,BJP,Lotus,MALE,1,43,GENERAL,12th Pass,45300000,3800000,4546,85,4631,0.357697052,2.478286231,1294671
2010,Tamil Nadu,SRIPERUMBUDUR,Baalu.T.R.,1,DMK,Rising Sun,MALE,0,77,GENERAL,Graduate,208806446,0,790750,2531,793281,35.20298671,56.37489314,2253448
2011,Tamil Nadu,SRIPERUMBUDUR,Vaithilingam A,0,PMK,Mango,MALE,0,49,GENERAL,Post Graduate,442074321,65575554,284673,653,285326,12.66175212,20.27682846,2253448
2012,Tamil Nadu,SRIPERUMBUDUR,Sridhar M,0,MNM,Battery Torch,MALE,1,46,GENERAL,Graduate,29485700,500000,135383,142,135525,6.014117033,9.631148852,2253448
2013,Tamil Nadu,SRIPERUMBUDUR,Mahendran.H,0,NTK,Ganna Kisan,MALE,1,41,GENERAL,Graduate,14923845,0,84855,124,84979,3.771065496,6.039073221,2253448
2014,Tamil Nadu,SRIPERUMBUDUR,Tambaram Narayanan G,0,IND,Gift Pack,MALE,0,59,GENERAL,Post Graduate,160902964,50294342,41446,51,41497,1.841489131,2.949004124,2253448
2016,Uttar Pradesh,SULTANPUR,MANEKA SANJAI GANDHI,1,BJP,Lotus,FEMALE,0,62,GENERAL,12th Pass,556926451,11935800,458281,915,459196,25.86734085,45.88454421,1775196
2017,Uttar Pradesh,SULTANPUR,"CHANDRA BHADRA SINGH ""SSONU""",0,BSP,Elephant,MALE,6,43,GENERAL,Post Graduate,106096052,0,444422,248,444670,25.049065,44.43305315,1775196
2018,Uttar Pradesh,SULTANPUR,Dr. SANJAY SINH,0,INC,Hand,MALE,0,67,GENERAL,Doctorate,411199451,0,41588,93,41681,2.347966084,4.164918003,1775196
2019,Uttar Pradesh,SULTANPUR,KAMLA DEVI,0,PSPL,Key,FEMALE,5,42,GENERAL,12th Pass,18251000,676000,11484,10,11494,0.6474778,1.148522529,1775196
2020,Odisha,SUNDARGARH,Jual Oram,1,BJP,Lotus,MALE,2,58,ST,Others,74185014,12743330,498468,1588,500056,32.65085454,45.4163257,1531525
2021,Odisha,SUNDARGARH,Sunita Biswal,0,BJD,Conch,FEMALE,0,39,ST,Graduate,19117337,773540,276710,281,276991,18.08596007,25.15700936,1531525
2022,Odisha,SUNDARGARH,George Tirkey,0,INC,Hand,MALE,41,60,ST,12th Pass,901058,0,267672,546,268218,17.51313234,24.36022375,1531525
2023,Odisha,SUNDARGARH,Miss Juspin Lakra,0,IND,Saw,FEMALE,3,48,ST,10th Pass,6400,0,14779,11,14790,0.965704118,1.343264469,1531525
2025,Bihar,SUPAUL,Dileshwar Kamait,1,JD(U),Arrow,MALE,2,73,GENERAL,Graduate,23441606,0,596807,570,597377,35.33478842,53.76950052,1690620
2026,Bihar,SUPAUL,Ranjeet Ranjan,0,INC,Hand,FEMALE,5,46,GENERAL,12th Pass,119543561,17695194,330258,266,330524,19.55046078,29.75024213,1690620
2027,Bihar,SUPAUL,Dinesh Prasad Yadav,0,IND,Walking Stick,MALE,3,52,GENERAL,Graduate Professional,7370423,50000,23033,12,23045,1.363109392,2.074264894,1690620
2028,Bihar,SUPAUL,Rajesh Kumar S/O- Yugeshwar Sah,0,IND,Ganna Kisan,MALE,0,26,GENERAL,Graduate Professional,680000,0,20317,3,20320,1.201925921,1.828989483,1690620
2029,Bihar,SUPAUL,Binod Kumar Sahu,0,IND,Gas Cylinder,MALE,0,50,GENERAL,Graduate,7525000,0,19277,0,19277,1.140232577,1.735109757,1690620
2030,Bihar,SUPAUL,Anand Pathak,0,IND,Truck,MALE,1,32,GENERAL,Graduate,6850000,0,15389,3,15392,0.910435225,1.38542353,1690620
2031,Bihar,SUPAUL,Md. Abul Kalam Azad,0,JHP,Scissors,MALE,0,27,ST,12th Pass,2066100,0,13693,0,13693,0.809939549,1.232497687,1690620
2032,Bihar,SUPAUL,Sandip Kumar Singh,0,IND,Mike,MALE,0,41,GENERAL,Graduate,60808000,0,11534,0,11534,0.68223492,1.038167554,1690620
2033,Gujarat,SURAT,Darshana Vikram Jardosh,1,BJP,Lotus,FEMALE,0,58,GENERAL,Graduate,23872876,0,794133,1518,795651,48.05514754,74.41185575,1655704
2034,Gujarat,SURAT,Ashok Patel (Adhevada),0,INC,Hand,MALE,0,45,GENERAL,8th Pass,19012482,3125964,246978,443,247421,14.94355271,23.13961242,1655704
2035,Gujarat,SURENDRANAGAR,Dr. MUNJAPARA MAHENDRABHAI,1,BJP,Lotus,MALE,0,50,GENERAL,Post Graduate,79084513,14822528,626957,4887,631844,34.16427449,58.49329614,1849429
2036,Gujarat,SURENDRANAGAR,KOLI PATEL SOMABHAI GANDALAL,0,INC,Hand,MALE,0,79,GENERAL,5th Pass,66558302,0,351610,2797,354407,19.16304978,32.80941752,1849429
2037,Gujarat,SURENDRANAGAR,ADVOCATE SHAILESH N. SOLANKI,0,BSP,Elephant,MALE,0,35,SC,Graduate Professional,4536170,1131656,12662,198,12860,0.695349754,1.190521376,1849429
2038,Gujarat,SURENDRANAGAR,DOST MER,0,IND,Cup & Saucer,MALE,0,36,GENERAL,5th Pass,135000,0,11097,6,11103,0.600347459,1.027866162,1849429
2039,West Bengal,TAMLUK,Adhikari Dibyendu,1,AITC,Flowers and Grass,MALE,1,42,GENERAL,Graduate,37687867,8397501,723641,792,724433,42.748338,50.06655425,1694646
2040,West Bengal,TAMLUK,Sidharthashankar Naskar,0,BJP,Lotus,MALE,1,50,SC,8th Pass,1903590,0,532844,1424,534268,31.52682035,36.92399132,1694646
2041,West Bengal,TAMLUK,Sk Ibrahim Ali,0,CPI(M),"Hammer, Sickle and Star",MALE,4,31,GENERAL,Graduate,412438,0,135862,267,136129,8.032887104,9.40806115,1694646
2042,West Bengal,TAMLUK,Lakshman Chandra Seth,0,INC,Hand,MALE,5,73,SC,Doctorate,2045953,0,15954,47,16001,0.944208997,1.105850968,1694646
2043,Uttarakhand,TEHRI GARHWAL,MALA RAJYA LAXMI SHAH,1,BJP,Lotus,FEMALE,0,68,GENERAL,12th Pass,1846640100,1350000000,556120,9213,565333,37.85180607,64.302085,1493543
2044,Uttarakhand,TEHRI GARHWAL,PRITAM SINGH,0,INC,Hand,MALE,1,60,ST,Graduate Professional,94252961,9278744,262171,2576,264747,17.72610497,30.1128434,1493543
2045,Uttarakhand,TEHRI GARHWAL,GOPAL MANI,0,IND,Man Blowing Turha,MALE,0,59,GENERAL,Post Graduate,18029611,0,10540,146,10686,0.715479902,1.215446614,1493543
2046,Tamil Nadu,TENKASI,DHANUSH.M.KUMAR,1,DMK,Rising Sun,MALE,1,44,SC,Post Graduate,51360700,2896862,470346,5810,476156,31.90716182,44.667207,1492317
2047,Tamil Nadu,TENKASI,Dr.KRISHNASAMY.K,0,AIADMK,Two Leaves,MALE,9,66,SC,Post Graduate,259584771,16220826,353735,1654,355389,23.81457827,33.33830515,1492317
2048,Tamil Nadu,TENKASI,PONNUTHAI. S,0,IND,Gift Pack,FEMALE,0,32,SC,Post Graduate,4743888,484000,91130,986,92116,6.17268315,8.641210948,1492317
2049,Tamil Nadu,TENKASI,MATHIVANAN.S.S,0,NTK,Ganna Kisan,MALE,3,32,SC,12th Pass,42385,0,58855,590,59445,3.98340299,5.576412185,1492317
